"tree_id","Plate_Number","Well_Coordinates","Sample_Name_Plate","Species","person_key_GBS","Nodes_GBS","Plot_GBS","ID_sample_correct","Treatment","locality_key","plot","life_condition","X_coordinates_latitude","X_coordinates_longitude","X_coordinates_altitude","person_key","tree_number","photo_tree","tree_diameter_category","tree_heigth","tree_nodes","tree_health","ozone_damage_percentage","other_damages_percentage","other_damages_percentage.less_10","other_damages_percentage.10.40","other_damages_percentage.50","other_damages_percentage.50.70","other_damages_percentage.70.100","photo_health","bud","photo_bud","branch_nodes","nodes_with_leaves","photo_branch","cones","cone_sex","photo_cones","tree_exposition","surronding_vegetation.fir","surronding_vegetation.pine","surronding_vegetation.oak","surronding_vegetation.bush","surronding_vegetation.grass","surronding_vegetation.other","reforested","reforestation_code","tree_health_simplified","reforestation_year"
"G115","P2","E4","G115_N7P35","Abies religiosa","G","7","35","G115_N07P35","forest","PN",35,"alive",NA,NA,NA,"G",115,"1608483421017.jpg","2_cm",3,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608483721812.jpg","closed","1608483771210.jpg",3,2,"1608483806732.jpg","no",NA,NA,"cover",1,0,0,0,1,0,"yes","NP","healthy","NP"
"G118","P1","F9","G118_N7P35","Abies religiosa","G","7","35","G118_N07P35","forest","PN",35,"alive",NA,NA,NA,"G",118,"1608484904793.jpg","2_cm",2.5,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608484975721.jpg","closed","1608484995227.jpg",3,3,"1608485023450.jpg","no",NA,NA,"exposed",1,0,0,0,1,0,"yes","NP","healthy","NP"
"G12","P1","D1","G12_NNAP5","Abies religiosa","G",NA,"5","G12_NNAP05","forest","CX",5,"alive","19.2928579","-99.2991407",3481.8,"G",12,"1608058083211.jpg","40_cm",18,NA,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608058203674.jpg","closed","1608058283586.jpg",7,3,"1608058358283.jpg","not_sure",NA,NA,"exposed",1,0,0,1,1,0,"no",NA,"healthy",NA
"G124","P1","E12","G124_N7P35","Abies religiosa","G","7","35","G124_N07P35","forest","PN",35,"alive",NA,NA,NA,"G",124,"1608486856424.jpg","2_cm",1.9,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608486902828.jpg","closed","1608486968178.jpg",3,2,"1608486994170.jpg","no",NA,NA,"exposed",1,0,0,0,0,0,"yes","NP","healthy","NP"
"G126","P1","A12","G126_N13P38","Abies religiosa","G","13","38","G126_N13P38","forest","PN",38,"alive",NA,NA,NA,"G",126,"1608492265074.jpg","6_cm",5,13,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608492345923.jpg","open","1608492385499.jpg",7,3,"1608492417101.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone",NA
"G129","P2","A8","G129_N8P38","Abies religiosa","G","8","38","G129_N08P38","forest","PN",38,"alive",NA,NA,NA,"G",129,"1608493130587.jpg","0.5_cm",0.6,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608493167850.jpg","open","1608493180278.jpg",5,4,"1608493207513.jpg","no",NA,NA,"cover",1,0,0,1,1,0,"no",NA,"healthy",NA
"G134","P1","F11","G134_N9P38","Abies religiosa","G","9","38","G134_N09P38","forest","PN",38,"alive",NA,NA,NA,"G",134,"1608495265710.jpg","6_cm",2.5,9,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608495328961.jpg","closed","1608495388358.jpg",5,4,"1608495414349.jpg","no",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"healthy",NA
"G137","P1","C10","G137_N11P38","Abies religiosa","G","11","38","G137_N11P38","forest","PN",38,"alive",NA,NA,NA,"G",137,"1608496230587.jpg","2_cm",5,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608496315858.jpg","open","1608496347891.jpg",6,4,"1608496375354.jpg","no",NA,NA,"cover",1,0,0,1,1,0,"no",NA,"healthy",NA
"G142","P2","D3","G142_N8P38","Abies religiosa","G","8","38","G142_N08P38","forest","PN",38,"alive",NA,NA,NA,"G",142,"1608497481123.jpg","2_cm",3,8,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608497526189.jpg","closed","1608497555861.jpg",4,3,"1608497583104.jpg","no",NA,NA,"cover",1,0,0,0,1,0,"no",NA,"ozone",NA
"G148","P2","D1","G148_N6P41","Abies religiosa","G","6","41","G148_N06P41","forest","PN",41,"alive",NA,NA,NA,"G",148,"1608570861258.jpg","0.5_cm",0.6,6,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608570901610.jpg","closed","1608570921135.jpg",3,3,"1608570939641.jpg","no",NA,NA,"exposed",1,0,0,0,0,1,"no",NA,"healthy",NA
"G16","P2","G9","G16_N6P5","Abies religiosa","G","6","5","G16_N06P05","forest","CX",5,"alive","19.2928564","-99.2993312",3516.4,"G",16,"1608059972208.jpg","2_cm",1.65,6,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608060054650.jpg","closed","1608060088373.jpg",3,3,"1608060135163.jpg","no",NA,NA,"cover",1,0,0,0,1,0,"no",NA,"healthy",NA
"G162","P1","F7","G162_NNAP48","Abies religiosa","G",NA,"48","G162_NNAP48","forest","CX",48,"alive",NA,NA,NA,"G",162,"1610732731353.jpg","30_cm",15,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1610732800078.jpg","closed","1610732844657.jpg",18,3,"1610732894553.jpg","yes","female","1610732935845.jpg","exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"G163","P2","G7","G163_NNAP48","Abies religiosa","G",NA,"48","G163_NNAP48","forest","CX",48,"alive",NA,NA,NA,"G",163,"1610733360603.jpg","40_cm",15,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1610733418599.jpg","closed","1610733503602.jpg",17,4,"1610733567177.jpg","not_sure",NA,NA,"exposed",1,0,0,0,0,0,"no",NA,"ozone",NA
"G164","P2","H11","G164_N17P48","Abies religiosa","G","17","48","G164_N17P48","forest","CX",48,"alive",NA,NA,NA,"G",164,"1610733644495.jpg","30_cm",9,17,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610733720084.jpg","closed","1610733757196.jpg",15,3,"1610733826444.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"G22","P2","C3","G22_N9P5","Abies religiosa","G","9","5","G22_N09P05","forest","CX",5,"alive",NA,NA,NA,"G",22,"1608062788611.jpg","10_cm",5.2,9,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608062853651.jpg","not_visible","1608062911323.jpg",9,7,"1608062945893.jpg","no",NA,NA,"exposed",1,0,0,1,0,0,"no",NA,"healthy",NA
"G25","P1","G6","G25_N6P5","Abies religiosa","G","6","5","G25_N06P05","forest","CX",5,"alive","19.2926756","-99.2993352",3474,"G",25,"1608063759898.jpg","6_cm",2.8,6,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608063829715.jpg","closed","1608063846515.jpg",4,2,"1608063878897.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"no",NA,"ozone",NA
"G3","P3","F1","G3_N08P03","Abies religiosa","G","8","3","G3_N08P03","forest","CX",3,"alive","19.2905556","-99.299445",3498.6,"G",3,"1608050644409.jpg","6_cm",2,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608050803995.jpg","closed","1608050865187.jpg",3,3,"1608050903217.jpg","no",NA,NA,"cover",1,1,0,0,1,0,"yes","NP","healthy","NP"
"G34","P1","G10","G34_N5P8","Abies religiosa","G","5","8","G34_N05P08","forest","CX",8,"alive","19.2904832","-99.302877",3555,"G",34,"1608139334623.jpg","2_cm",2.2,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608139379357.jpg","closed","1608139402154.jpg",3,3,"1608139429197.jpg","no",NA,NA,"exposed",0,0,0,0,1,0,"yes","2013","healthy","2013"
"G4","P2","A2","G4_N10P3","Abies religiosa","G","10","3","G4_N10P03","forest","CX",3,"alive","19.2905054","-99.2993218",3508.9,"G",4,"1608051237510.jpg","10_cm",4.3,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608051323611.jpg","closed","1608051353788.jpg",6,5,"1608051391595.jpg","no",NA,NA,"cover",1,0,0,0,1,0,"yes","NP","healthy","NP"
"G43","P2","F5","G43_N8P11","Abies religiosa","G","8","11","G43_N08P11","forest","CX",11,"alive","19.2908088","-99.3066638",3481.7,"G",43,"1608147608082.jpg","1_cm",1.2,8,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608147654513.jpg","closed","1608147678271.jpg",3,2,"1608147705693.jpg","no",NA,NA,"exposed",1,0,0,0,0,0,"no",NA,"healthy",NA
"G52","P1","A3","G52_N11P15","Abies religiosa","G","11","15","G52_N11P15","forest","CX",15,"alive","19.2932258","-99.3070139",3459.7,"G",52,"1608158982679.jpg","10_cm",9,11,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608159069100.jpg","closed","1608159091700.jpg",9,4,"1608159136164.jpg","no",NA,NA,"exposed",0,0,0,1,0,0,"no",NA,"ozone",NA
"G53","P1","B8","G53_N16P15","Abies religiosa","G","16","15","G53_N16P15","forest","CX",15,"alive","19.2932464","-99.3069856",3465.1,"G",53,"1608159292496.jpg","30_cm",14,16,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608159362927.jpg","closed","1608159377851.jpg",12,3,"1608159409897.jpg","no",NA,NA,"exposed",0,0,0,1,0,0,"no",NA,"ozone",NA
"G60","P3","D9","G60_N06P17","Abies religiosa","G","6","17","G60_N06P17","forest","CX",17,"alive","19.2850317","-99.30193",3482.8,"G",60,"1608223970861.jpg","1_cm",1.7,6,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608224032552.jpg","closed","1608224053801.jpg",3,2,"1608224081372.jpg","no",NA,NA,"exposed",0,1,0,0,0,0,"no",NA,"healthy",NA
"G63","P2","G10","G63_N7P20","Abies religiosa","G","7","20","G63_N07P20","forest","CX",20,"alive","19.2868019","-99.3045578",3456.2,"G",63,"1608230124561.jpg","1_cm",0.9,7,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608230860512.jpg","closed","1608230882646.jpg",4,1,"1608230916616.jpg","no",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"healthy",NA
"G85","P1","H11","G85_N11P30","Abies religiosa","G","11","30","G85_N11P30","forest","CX",30,"alive",NA,NA,NA,"G",85,"1608397427422.jpg","30_cm",9,11,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608397550785.jpg","closed","1608397596256.jpg",12,5,"1608397628033.jpg","no",NA,NA,"cover",1,0,0,1,1,0,"no",NA,"ozone",NA
"G87","P1","F10","G87_N13P30","Abies religiosa","G","13","30","G87_N13P30","forest","CX",30,"alive",NA,NA,NA,"G",87,"1608398043497.jpg","10_cm",7,13,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608398123118.jpg","closed","1608398141180.jpg",10,5,"1608398180918.jpg","no",NA,NA,"exposed",1,0,0,0,1,0,"no",NA,"ozone",NA
"G89","P1","A1","G89_N11P30","Abies religiosa","G","11","30","G89_N11P30","forest","CX",30,"alive",NA,NA,NA,"G",89,"1608399303090.jpg","1_cm",1.7,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608399344810.jpg","closed","1608399359842.jpg",5,3,"1608399411942.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"healthy",NA
"G92","P1","F5","G92_N12P29","Abies religiosa","G","12","29","G92_N12P29","forest","CX",29,"alive",NA,NA,NA,"G",92,"1608400179294.jpg","2_cm",2.8,12,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608400222007.jpg","open","1608400235511.jpg",6,3,"1608400272627.jpg","no",NA,NA,"cover",1,0,0,1,0,0,"no",NA,"ozone",NA
"G93","P2","D8","G93_N12P29","Abies religiosa","G","12","29","G93_N12P29","forest","CX",29,"alive",NA,NA,NA,"G",93,"1608400499625.jpg","1_cm",2,12,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608400562298.jpg","open","1608400577972.jpg",7,5,"1608400603061.jpg","no",NA,NA,"cover",1,0,0,0,0,0,"no",NA,"ozone",NA
"G99","P2","C5","G99_N11P29","Abies religiosa","G","11","29","G99_N11P29","forest","CX",29,"alive",NA,NA,NA,"G",99,"1608402894735.jpg","0.5_cm",0.6,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608402945893.jpg","open","1608402961425.jpg",3,3,"1608402988476.jpg","no",NA,NA,"cover",1,0,0,1,0,1,"no",NA,"healthy",NA
"H11","P2","B5","H11_N5P6","Abies religiosa","H","5","6","H11_N05P06","forest","CX",6,"alive","19.2926054","-99.2989426",3476.603516,"H",11,"1608060585196.jpg","0.5_cm",0.45,5,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608060653344.jpg","closed","1608060669503.jpg",4,4,"1608060718131.jpg","no",NA,NA,"cover",1,0,0,0,0,1,"no",NA,"ozone",NA
"H124","P4","A3","H124_N05P37","Abies religiosa","H","5","37","H124_N05P37","forest","PN",37,"alive","19.2837327","-99.3160479",3217.005127,"H",124,"1608493824648.jpg","0.5_cm",0.35,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608493881690.jpg","closed","1608493910784.jpg",3,3,"1608493950077.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"H141","P2","F3","H141_N14P40","Abies religiosa","H","14","40","H141_N14P40","forest","PN",40,"alive","19.2744331","-99.3070892",3479.107666,"H",141,"1608568155584.jpg","30_cm",6,14,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608568396000.jpg","closed","1608568312332.jpg",10,7,"1608568464946.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"no",NA,"healthy",NA
"H143","P3","H9","H143_N18P40","Abies religiosa","H","18","40","H143_N18P40","forest","PN",40,"alive","19.2742886","-99.3070307",3465.496826,"H",143,"1608569245468.jpg","30_cm",9,18,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608569411424.jpg","closed","1608569500300.jpg",10,6,"1608569622042.jpg","no",NA,NA,"exposed",0,1,0,1,1,1,"no",NA,"healthy",NA
"H147","P4","G9","H147_N07P40","Abies religiosa","H","7","40","H147_N07P40","forest","PN",40,"alive","19.2742979","-99.3068925",3460.116455,"H",147,"1608571963073.jpg","10_cm",6,7,"ozone drougth other","more than 70%",NA,NA,NA,NA,NA,NA,"1608572034014.jpg","closed","1608572074554.jpg",7,4,"1608572126975.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone_and_other",NA
"H148","P4","H9","H148_N05P40","Abies religiosa","H","5","40","H148_N05P40","forest","PN",40,"alive","19.2742861","-99.3069308",3471.493652,"H",148,"1608572298185.jpg","0.5_cm",0.35,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608572348788.jpg","open","1608572375791.jpg",3,3,"1608572417366.jpg","no",NA,NA,"exposed",1,0,0,0,1,1,"no",NA,"healthy",NA
"H154","P3","A10","H154_N11P44","Abies religiosa","H","11","44","H154_N11P44","forest","PN",44,"alive","19.2893206","-99.3169642",3164.323242,"H",154,"1608580245587.jpg","2_cm",1.5,11,"ozone fungi other","more than 70%",NA,NA,NA,NA,NA,NA,"1608580627913.jpg","closed","1608580647118.jpg",8,2,"1608580742066.jpg","no",NA,NA,"cover",0,0,0,0,1,1,"no",NA,"ozone_and_other",NA
"H16","P1","F1","H16_N9P6","Abies religiosa","H","9","6","H16_N09P06","forest","CX",6,"alive","19.2925932","-99.2988781",3489.598633,"H",16,"1608063165354.jpg","2_cm",3.2,9,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608063267930.jpg","closed","1608063288158.jpg",8,8,"1608063409013.jpg","no",NA,NA,"exposed",1,0,0,0,0,1,"yes","NP","ozone","NP"
"H162","P2","A3","H162_N16P46","Abies religiosa","H","16","46","H162_N16P46","forest","CX",46,"alive","19.2925108","-99.2956339",3472.197266,"H",162,"1610732467987.jpg","10_cm",8.5,16,"healthy",NA,NA,NA,NA,NA,NA,NA,"1610732577372.jpg","closed","1610732603676.jpg",9,7,"1610732652449.jpg","no",NA,NA,"exposed",1,0,0,1,1,1,"no",NA,"healthy",NA
"H17","P1","H10","H17_N10P6","Abies religiosa","H","10","6","H17_N10P06","forest","CX",6,"alive","19.2925442","-99.2987798",3498.44043,"H",17,"1608063924072.jpg","2_cm",3,10,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608064115032.jpg","closed","1608064151754.jpg",6,4,"1608064195077.jpg","no",NA,NA,"cover",1,1,0,0,0,1,"yes","NP","ozone","NP"
"H18","P2","E5","H18_N13P6","Abies religiosa","H","13","6","H18_N13P06","forest","CX",6,"alive","19.2925372","-99.2988501",3489.702393,"H",18,"1608064585742.jpg","10_cm",7,13,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608064693481.jpg","closed","1608064708962.jpg",9,5,"1608064760841.jpg","no",NA,NA,"exposed",1,0,0,0,0,1,"no",NA,"ozone",NA
"H19","P1","C3","H19_N7P6","Abies religiosa","H","7","6","H19_N07P06","forest","CX",6,"alive","19.2925051","-99.2988374",3496.14209,"H",19,"1608064965571.jpg","1_cm",1.3,7,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608065032232.jpg","closed","1608065048714.jpg",4,3,"1608065083205.jpg","no",NA,NA,"exposed",1,0,0,0,0,1,"no",NA,"ozone",NA
"H2","P2","D4","H2_N9P2","Abies religiosa","H","9","2","H2_N09P02","forest","CX",2,"alive","19.2906699","-99.2990988",3508.605225,"H",2,"1608052873742.jpg","6_cm",3,9,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608053276120.jpg","closed","1608053333549.jpg",3,3,"1608053429925.jpg","no",NA,NA,"cover",0,1,0,0,1,0,"yes","SRX 2013","healthy","2013"
"H20","P2","F9","H20_N8P6","Abies religiosa","H","8","6","H20_N08P06","forest","CX",6,"alive","19.2926957","-99.2988308",3514.62915,"H",20,"1608065333333.jpg","2_cm",3,8,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608065390971.jpg","closed","1608065415162.jpg",6,5,"1608065454240.jpg","no",NA,NA,"cover",1,1,0,0,0,1,"yes","NP","ozone","NP"
"H22","P1","B6","H22_N6P6","Abies religiosa","H","6","6","H22_N06P06","forest","CX",6,"alive","19.2925315","-99.2988884",3479.776123,"H",22,"1608066005658.jpg","1_cm",1,6,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608066053822.jpg","closed","1608066071713.jpg",5,3,"1608066105273.jpg","no",NA,NA,"exposed",1,0,0,0,0,1,"no",NA,"healthy",NA
"H25","P2","H1","H25_N5P6","Abies religiosa","H","5","6","H25_N05P06","forest","CX",6,"alive","19.2925774","-99.2988798",3498.907715,"H",25,"1608066652343.jpg","1_cm",1,5,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608066712867.jpg","closed","1608066737690.jpg",4,3,"1608066763543.jpg","no",NA,NA,"cover",1,1,0,1,1,0,"no",NA,"healthy",NA
"H3","P2","E8","H3_N9P2","Abies religiosa","H","9","2","H3_N09P02","forest","CX",2,"alive","19.2905374","-99.2990127",3484.693604,"H",3,"1608053898158.jpg","6_cm",3.2,9,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608054098088.jpg","closed","1608054215070.jpg",4,4,"1608054273323.jpg","no",NA,NA,"exposed",0,1,0,0,0,1,"yes","NP","ozone","NP"
"H30","P2","E1","H30_N9P9","Abies religiosa","H","9","9","H30_N09P09","forest","CX",9,"alive","19.290897","-99.3026092",3500.883545,"H",30,"1608137069779.jpg","1_cm",1,9,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608137135632.jpg","closed","1608137157073.jpg",6,4,"1608137399920.jpg","no",NA,NA,"cover",1,1,0,0,1,1,"no",NA,"ozone",NA
"H31","P2","G12","H31_N5P9","Abies religiosa","H","5","9","H31_N05P09","forest","CX",9,"alive","19.2908893","-99.3025616",3495.748047,"H",31,"1608137744907.jpg","0.5_cm",0.5,5,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608137785021.jpg","closed","1608137801726.jpg",4,3,"1608137842803.jpg","no",NA,NA,"cover",0,0,0,0,1,1,"no",NA,"ozone",NA
"H38","P3","C12","H38_NNAP09","Abies religiosa","H",NA,"9","H38_NNAP09","forest","CX",9,"alive","19.2909589","-99.3026164",3491.700195,"H",38,"1608140981967.jpg","40_cm",28,NA,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608141318308.jpg","closed","1608141339013.jpg",25,4,"1608141500929.jpg","yes","female","1608141660354.jpg","exposed",1,0,0,0,1,1,"no",NA,"ozone",NA
"H42","P1","G1","H42_N4P12","Abies religiosa","H","4","12","H42_N04P12","forest","CX",12,"alive","19.2912694","-99.3061875",3483.357666,"H",42,"1608145200743.jpg","0.5_cm",0.3,4,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608145383673.jpg","closed","1608145403031.jpg",3,3,"1608145437141.jpg","no",NA,NA,"exposed",1,0,0,0,1,1,"no",NA,"ozone",NA
"H49","P2","B7","H49_N5P12","Abies religiosa","H","5","12","H49_N05P12","forest","CX",12,"alive","19.2912347","-99.3061724",3477.334229,"H",49,"1608148223872.jpg","0.5_cm",0.25,5,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608148293258.jpg","closed","1608148310768.jpg",3,3,"1608148344272.jpg","no",NA,NA,"exposed",0,0,0,0,1,1,"no",NA,"ozone",NA
"H5","P2","E3","H5_N10P2","Abies religiosa","H","10","2","H5_N10P02","forest","CX",2,"alive","19.2906784","-99.2989935",3497.024902,"H",5,"1608055301251.jpg","6_cm",2,10,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608055421423.jpg","closed","1608055447967.jpg",4,3,"1608055509038.jpg","no",NA,NA,"cover",0,1,0,0,1,0,"yes","NP","ozone","NP"
"H53","P2","E7","H53_N6P12","Abies religiosa","H","6","12","H53_N06P12","forest","CX",12,"alive","19.2915058","-99.3061573",3499.092041,"H",53,"1608150956284.jpg","0.5_cm",0.7,6,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608151031112.jpg","closed","1608151081818.jpg",5,4,"1608151112533.jpg","no",NA,NA,"exposed",0,0,0,0,1,1,"no",NA,"ozone",NA
"H65","P4","C7","H65_NNAP16","Abies religiosa","H",NA,"16","H65_NNAP16","forest","CX",16,"alive","19.2858483","-99.3017626",3476.990479,"H",65,"1608222949701.jpg","30_cm",15,NA,"ozone drougth","10 to 40%",NA,NA,NA,NA,NA,NA,"1608223134252.jpg","closed","1608223244359.jpg",11,8,"1608223370580.jpg","no",NA,NA,"exposed",0,0,0,1,0,1,"no",NA,"ozone_and_other",NA
"H79","P2","C6","H79_N4P29","Abies religiosa","H","4","29","H79_N04P29","forest","CX",29,"alive","19.3023651","-99.2983236",3375.922852,"H",79,"1608397537338.jpg","0.5_cm",0.35,4,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608397649611.jpg","closed","1608397668519.jpg",5,5,"1608397714864.jpg","no",NA,NA,"cover",1,0,0,1,1,1,"no",NA,"ozone",NA
"H8","P1","G12","H8_N6P6","Abies religiosa","H","6","6","H8_N06P06","forest","CX",6,"alive","19.2926142","-99.2987982",3474.179443,"H",8,"1608058591164.jpg","1_cm",0.65,6,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608058682770.jpg","closed","1608058709438.jpg",5,2,"1608058783492.jpg","no",NA,NA,"cover",1,0,0,0,0,1,"no",NA,"ozone",NA
"H94","P1","F4","H94_N9P31"," ","H","9","31","H94_N09P31","forest","CX",31,"alive","19.2982959","-99.299579",3427.75293,"H",94,"1608405087169.jpg","10_cm",2,9,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608405227274.jpg","closed","1608405303994.jpg",4,3,"1608405350742.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"yes","NP","ozone","NP"
"I108","P2","B6","I108_N5P34","Abies religiosa","I","5","34","I108_N05P34","forest","PN",34,"alive","19.29534915","-99.31950234",3152,"I",108,"1608488997560.jpg","1_cm",1.2,5,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608489073646.jpg","closed","1608489112926.jpg",4,3,"1608489169052.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"no",NA,"ozone",NA
"I111","P3","G10","I111_NNAP39","Abies religiosa","I",NA,"39","I111_NNAP39","forest","PN",39,"alive","19.28354336","-99.31662458",3247,"I",111,"1608494327303.jpg","40_cm",28,NA,"ozone","less than 10%",NA,NA,NA,NA,NA,NA,"1608494565480.jpg","closed","1608494852489.jpg",19,6,"1608494931031.jpg","yes","female","1608494655933.jpg","exposed",0,0,0,0,1,1,"no",NA,"ozone",NA
"I12","P1","E11","I12_N10P6","Abies religiosa","I","10","6","I12_N10P06","forest","CX",6,"alive","19.29252502","-99.29895277",3474,"I",12,"1608062552452.jpg","6_cm",3.8,10,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608062712604.jpg","closed","1608062747416.jpg",6,4,"1608062843216.jpg","no",NA,NA,"cover",1,0,0,0,1,1,"yes","NP","ozone","NP"
"I14","P2","G5","I14_N8P6","Abies religiosa","I","8","6","I14_N08P06","forest","CX",6,"alive","19.292514","-99.29895581",3493,"I",14,"1608063980908.jpg","6_cm",2.8,8,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608064118803.jpg","closed","1608064174355.jpg",5,4,"1608064257988.jpg","no",NA,NA,"cover",1,1,0,0,1,1,"yes","NP","ozone","NP"
"I15","P1","B2","I15_N13P6","Abies religiosa","I","13","6","I15_N13P06","forest","CX",6,"alive","19.29241422","-99.29884777",3462,"I",15,"1608064801110.jpg","30_cm",6,13,"ozone","10 to 40%",NA,NA,NA,NA,NA,NA,"1608064955955.jpg","closed","1608065003360.jpg",11,6,"1608065127121.jpg","no",NA,NA,"cover",0,1,0,0,1,1,"no",NA,"ozone",NA
"I16","P2","H9","I16_N8P6","Abies religiosa","I","8","6","I16_N08P06","forest","CX",6,"alive","19.29248695","-99.29880656",3497,"I",16,"1608065447681.jpg","6_cm",2.4,8,"ozone","40 to 50%",NA,NA,NA,NA,NA,NA,"1608065550802.jpg","closed","1608065584130.jpg",4,3,"1608065635701.jpg","no",NA,NA,"cover",0,1,0,0,1,1,"yes","NP","ozone","NP"
"I2","P4","C2","I2_N10P02","Abies religiosa","I","10","2","I2_N10P02","forest","CX",2,"alive","19.29044034","-99.29917959",3500,"I",2,"1608052703098.jpg","6_cm",2.8,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608052864026.jpg","closed","1608053019858.jpg",4,4,"1608053352213.jpg","no",NA,NA,"cover",0,1,0,0,1,0,"yes","SRX 2013","healthy","2013"
"I5","P3","F5","I5_N10P02","Abies religiosa","I","10","2","I5_N10P02","forest","CX",2,"alive","19.29074671","-99.29914486",3502,"I",5,"1608055786228.jpg","6_cm",2.7,10,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608056064453.jpg","closed","1608056154583.jpg",3,3,"1608056268297.jpg","no",NA,NA,"exposed",0,1,0,0,1,0,"yes","SRX 2013","healthy","2013"
"I54","P1","E8","I54_N11P16","Abies religiosa","I","11","16","I54_N11P16","forest","CX",16,"alive","19.28595603","-99.30187826",3491,"I",54,"1608223984520.jpg","10_cm",4.5,11,"healthy",NA,NA,NA,NA,NA,NA,NA,"1608224364375.jpg","closed","1608224395930.jpg",5,4,"1608224451211.jpg","no",NA,NA,"exposed",0,0,0,1,1,1,"yes","NP","healthy","NP"
